"_raw",host,index,source,sourcetype
"Sep 20 21:16:45 1.2.246.130 2016-09-20T21:44:14 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-d174410501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:45 1.2.246.130 2016-09-20T21:44:14 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:45 1.2.246.130 2016-09-20T21:44:14 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:45 1.2.246.130 2016-09-20T21:44:14 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-d174410501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:45 1.2.246.130 2016-09-20T21:44:14 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-d174410501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:45 1.2.246.130 2016-09-20T21:44:14 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-d174410501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:45 1.2.246.130 2016-09-20T21:44:14 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-d174410501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:45 1.2.246.130 2016-09-20T21:44:14 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:45 1.2.246.130 2016-09-20T21:44:14 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:45 1.2.246.130 2016-09-20T21:44:14 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:13 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|1152:1|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|84:1|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f272440501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|READ|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f272440501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f272440501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f272440501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f272440501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f272440501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|34|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.130 2016-09-20T21:44:12 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|512:1|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|3|FILE|OPENED|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|84:1|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-feb33a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-feb33a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-feb33a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-feb33a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-feb33a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-feb33a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:43 1.2.246.136 2016-09-20T21:44:12 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:42 1.2.246.131 2016-09-20T21:44:12 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|CLOSE|SUCCESS|FILE|1152:1|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:42 1.2.246.130 2016-09-20T21:44:11 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|CLOSE|SUCCESS|FILE|4608:1|0:0|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:41 1.2.246.131 2016-09-20T21:44:11 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|READ|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:41 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:41 1.2.246.131 2016-09-20T21:44:11 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|CLOSE|SUCCESS|FILE|0:0|512:1|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:41 1.2.246.131 2016-09-20T21:44:11 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|OPEN|SUCCESS|3|FILE|OPENED|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:41 1.2.246.131 2016-09-20T21:44:11 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:41 1.2.246.131 2016-09-20T21:44:11 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:41 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:41 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|1|DIR|OPENED|/ifs/ASC/Archived_VMs","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|CLOSE|SUCCESS|FILE|0:0|84:1|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0a1a480501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0a1a480501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0a1a480501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0a1a480501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0a1a480501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0a1a480501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|OPEN|SUCCESS|34|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:10 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:09 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:09 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|1152:1|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:40 1.2.246.130 2016-09-20T21:44:09 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.136 2016-09-20T21:44:07 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|CLOSE|SUCCESS|FILE|0:0|84:1|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-3cda3f0501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.130 2016-09-20T21:44:07 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.136 2016-09-20T21:44:07 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.136 2016-09-20T21:44:07 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.136 2016-09-20T21:44:07 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|1|DIR|OPENED|/ifs/ASC/Archived_VMs","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.130 2016-09-20T21:44:07 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.211|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-3cda3f0501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-3cda3f0501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-3cda3f0501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-3cda3f0501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-3cda3f0501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:38 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:37 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|CLOSE|SUCCESS|FILE|0:0|84:1|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-2b10590501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:37 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-2b10590501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:16:37 1.2.246.131 2016-09-20T21:44:07 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
